"","word1","hit1","hit1_n","hit2","hit2_n","hit3","hit3_n","ngram_n"
"4352","ketchup","and",8,"on",8,"or",4,89
"4353","logical","and",11,"to",11,"conclusion",5,138
"4354","expect","to",209,"a",100,"the",93,1373
"4355","speeches","and",11,"in",8,"on",5,105
"4356","pre","order",44,"game",27,"season",26,965
"4357","ap","test",17,"gov",9,"the",7,262
"4358","english","language",73,"and",67,"class",35,1238
"4359","airings","have",1,NA,NA,NA,NA,1
"4360","16th","birthday",27,"century",19,"and",10,196
"4361","brogrammer","at",1,"band",1,"trend",1,3
"4362","messed","up",154,"with",16,"around",5,193
"4363","wags","n",6,"her",2,"can't",1,10
"4364","tail","and",32,"end",17,"off",14,230
"4365","barks","at",5,"and",2,"frantically",2,18
"4366","pairs","of",89,"i",6,"well",5,157
"4367","hamentashen","my",1,NA,NA,NA,NA,1
"4368","prosecco","to",2,"and",1,"but",1,13
"4369","ju","ju",5,"bëftë",2,"is",2,25
"4370","lasagna","and",5,"is",4,"was",4,52
"4371","stomach","and",27,"is",21,"hurts",17,438
"4372","larger","than",71,"the",16,"and",10,592
"4373","coat","of",53,"and",30,"on",19,376
"4374","pockets","of",29,"and",16,"to",11,167
"4375","bigger","than",167,"and",73,"picture",25,885
"4376","changing","the",131,"my",66,"and",30,886
"4377","mud","and",24,"run",7,"in",5,165
"4378","bog","3",1,"awards.pls",1,"bodies",1,18
"4379","clock","is",24,"and",23,"in",19,358
"4380","failure","to",104,"is",71,"of",38,537
"4381","smash","the",11,"smash",10,"hit",7,188
"4382","filming","in",19,"a",18,"the",13,213
"4383","pioneer","of",6,"in",5,"and",4,73
"4384","thomas","jefferson",32,"edison",25,"and",20,605
"4385","dumm","this",1,NA,NA,NA,NA,1
"4386","discovered","that",140,"the",85,"a",43,739
"4387","collider","and",1,"gets",1,"is",1,6
"4388","mooned","saturday",1,"tonight",1,NA,NA,2
"4389","stonewall","kitchen",2,"and",1,"book",1,10
"4390","convinced","that",123,"me",40,"i",22,387
"4391","moon","and",56,"is",50,"was",23,714
"4392","landing","in",18,"on",16,"page",13,160
"4393","wendy","williams",4,"she",3,"thanks",3,105
"4394","peter","and",39,"pan",18,"1",11,688
"4395","pan","and",108,"with",49,"to",22,700
"4396","recorded","in",35,"a",28,"the",18,379
"4397","sweden","and",10,"is",6,"in",4,108
"4398","scandinavia","and",5,"is",2,"i",1,11
"4399","usa","today",31,"and",27,"usa",16,494
"4400","weighed","in",14,"down",7,"the",5,82
"4401","effort","to",277,"and",42,"is",33,865
"4402","rick","santorum",56,"ross",35,"perry",25,339
"4403","ross","is",13,"and",11,"the",7,227
"4404","omarion","remember",1,"to",1,NA,NA,2
"4405","mmg","conference",1,"on",1,"press",1,8
"4406","quot","no",2,"are",1,"best",1,31
"4407","forgives","me",4,"all",2,"i",2,21
"4408","brother's","best",3,"college",3,"girlfriend",3,72
"4409","cyclists","and",3,"have",2,"on",2,33
"4410","14","years",53,"year",47,"and",30,1212
"4411","volunteering","at",16,"with",8,"in",7,85
"4412","pals","and",6,"paper",4,"were",4,74
"4413","swears","by",2,"he",2,"he's",2,20
"4414","dark","and",136,"chocolate",89,"shadows",60,1872
"4415","shadows","of",22,"and",20,"on",16,234
"4416","toddler","and",8,"girl",5,"i",4,164
"4417","murph","busyseason",1,"is",1,"just",1,5
"4418","aware","of",382,"that",151,"and",14,663
"4419","momma's","boy",4,"day",3,"birthday",1,19
"4420","cease","to",45,"fire",7,"and",5,79
"4421","corruptible","and",1,"begins",1,"being",1,5
"4422","quest","to",55,"for",48,"of",6,212
"4423","transcend","the",8,"their",2,"those",2,20
"4424","takeaways","from",3,"he",1,"i",1,11
"4425","leverage","and",6,"the",3,"to",3,66
"4426","viral","marketing",8,"video",7,"infection",6,90
"4427","studio","and",40,"in",34,"with",33,968
"4428","numbing","to",3,"agent",2,"ache",1,32
"4429","medication","and",13,"to",13,"for",8,125
"4430","hip","hop",279,"and",21,"to",11,504
"4431","pimp","c",6,"and",4,"hand",4,84
"4432","smack","in",10,"you",10,"dab",8,129
"4433","hoe","i",7,"and",6,"is",6,163
"4434","slap","the",17,"in",15,"a",14,198
"4435","j.hill","for",1,NA,NA,NA,NA,1
"4436","stunt","doubles",3,"in",3,"award",2,58
"4437","walked","into",103,"in",94,"out",90,1063
"4438","dads","out",12,"and",9,"a",4,149
"4439","saysomethin","is",8,"has",3,"right",3,47
"4440","bella","and",8,"i",7,"thorne",7,139
"4441","marine","corps",28,"and",5,"life",4,145
"4442","designer","and",35,"paper",23,"for",17,472
"4443","actress","and",15,"in",15,"i",7,196
"4444","ville","and",3,"after",1,"anyone",1,32
"4445","jokingly","asked",2,"referred",2,"say",2,27
"4446","incredibly","well",13,"close",12,"difficult",9,497
"4447","neesa","for",1,"to",1,NA,NA,2
"4448","3475354110","to",1,NA,NA,NA,NA,1
"4449","parties","and",61,"in",34,"are",32,624
"4450","eva","longoria",6,"vermandel",4,"and",3,89
"4451","oscars","and",12,"tonight",6,"are",5,132
"4452","skype","with",22,"and",11,"me",11,273
"4453","verb","or",4,"the",4,"and",3,55
"4454","1996","and",6,"cricket",5,"i",5,116
"4455","improve","the",95,"your",57,"their",50,598
"4456","secrets","of",33,"to",28,"and",21,260
"4457","base","of",98,"and",58,"is",36,878
"4458","yur","my",5,"girl",3,"best",2,54
"4459","totaly","amazed",1,"dying",1,"inspired",1,5
"4460","replys","is",1,"to",1,"tomarro",1,5
"4461","50million","girls",1,"pound",1,NA,NA,2
"4462","knw","what",7,"i",4,"wat",4,52
"4463","platform","for",32,"and",27,"to",27,300
"4464","li","and",2,"ion",2,"andy",1,51
"4465","arm","and",64,"of",23,"in",19,566
"4466","stranger","to",24,"and",13,"than",13,252
"4467","congratulate","you",10,"the",6,"me",5,57
"4468","preggo","self",2,"bad",1,"boobies",1,13
"4469","ie","the",8,"a",4,"is",4,131
"4470","chunky","knits",3,"and",2,"monkey",2,63
"4471","spanish","and",24,"class",15,"for",10,514
"4472","impress","me",14,"them",8,"you",6,107
"4473","fair","to",81,"and",62,"enough",57,1219
"4474","holders","and",9,"of",7,"are",5,74
"4475","amount","of",1002,"to",43,"and",15,1289
"4476","cloud","of",37,"and",20,"computing",18,389
"4477","wats","up",40,"good",19,"the",12,112
"4478","directly","to",102,"from",50,"into",40,626
"4479","communicate","with",59,"the",9,"to",9,174
"4480","nights","in",58,"and",44,"of",31,745
"4481","couldnt","be",10,"get",10,"do",9,128
"4482","senior","year",60,"in",20,"citizens",18,697
"4483","st.paddy's","themed",1,NA,NA,NA,NA,1
"4484","themed","party",7,"and",5,"after",3,169
"4485","touching","the",26,"and",13,"her",7,215
"4486","bubba","watson",16,"and",3,"bubba",2,64
"4487","franks","beans",1,"called",1,"dead",1,12
"4488","sport","and",23,"in",21,"of",17,359
"4489","pet","peeve",35,"peeves",19,"store",13,471
"4490","approaching","the",25,"and",11,"a",8,173
"4491","redzone","by",1,"offense",1,"wish",1,4
"4492","rodgers","is",10,"and",5,"in",4,91
"4493","recovered","from",23,"and",8,"in",6,98
"4494","scramble","with",16,"to",6,"for",5,58
"4495","te","amo",4,"ching",4,"quiero",3,71
"4496","australia","and",40,"is",16,"i",8,324
"4497","track","of",113,"and",67,"to",44,1332
"4498","infineon","last",1,"raceway",1,NA,NA,2
"4499","here's","a",274,"the",187,"to",147,1123
"4500","secret","service",77,"to",69,"of",67,1089
"4501","headset","on",3,"and",2,"after",1,14
"4502","suggested","that",136,"i",32,"a",23,477
"4503","feastival","2012",3,"again",2,"everyone",1,7
"4504","romance","and",22,"in",16,"novels",16,404
"4505","dope","ass",11,"as",9,"i",6,217
"4506","nimble","and",4,"little",2,"adaptable",1,18
"4507","capacity","to",55,"for",36,"of",27,256
"4508","orgs","are",3,"have",3,"to",3,41
"4509","lostprophets","and",1,"rise",1,"was",1,3
"4510","whispering","to",8,"in",4,"and",2,57
"4511","lighting","and",29,"is",15,"in",14,264
"4512","aghh","decisions",1,"going",1,"i",1,6
"4513","carry","on",124,"a",85,"out",84,849
"4514","wore","a",54,"it",31,"my",27,380
"4515","balls","to",36,"and",35,"in",23,439
"4516","combined","with",80,"and",16,"the",11,306
"4517","mess","with",98,"up",67,"of",37,667
"4518","irs","and",5,"audit",2,"did",2,54
"4519","dosent","even",2,"mean",2,"work",2,17
"4520","exist","in",76,"i",25,"but",19,513
"4521","arty","farty",2,"around",1,"bad",1,21
"4522","ti's","verse",1,NA,NA,NA,NA,1
"4523","verse","of",18,"and",14,"in",13,321
"4524","photos","of",264,"and",139,"from",82,1445
"4525","facebook.com","missinginalaska",3,"drawonecard",2,"lacedfacts",2,46
"4526","dahmers's","boyhood",1,NA,NA,NA,NA,1
"4527","boyhood","a",1,"haunts",1,"home",1,6
"4528","difficult","to",494,"for",117,"and",72,1483
"4529","easier","to",380,"for",100,"than",66,1019
"4530","outta","here",51,"my",41,"the",36,369
"4531","memorial","day",93,"service",11,"coliseum",9,293
"4532","mid","afternoon",20,"march",19,"to",19,756
"4533","east","coast",147,"side",71,"of",65,1205
"4534","gas","station",69,"prices",57,"and",43,714
"4535","bh","trivia",2,"503",1,"and",1,14
"4536","eroused","trolololololol",1,NA,NA,NA,NA,1
"4537","charger","in",7,"so",5,"and",4,79
"4538","possum","and",3,"c",1,"deer",1,15
"4539","suits","and",13,"you",13,"the",11,181
"4540","whose","name",32,"work",16,"life",13,1166
"4541","calm","and",103,"down",98,"the",20,515
"4542","pesky","little",2,"5lbs",1,"amended",1,46
"4543","knock","on",43,"out",37,"knock",33,402
"4544","bsu","daily",1,"family",1,"fan",1,9
"4545","csu","ram",2,"rams",2,"by",1,25
"4546","potential","to",79,"for",72,"of",25,856
"4547","jumbo","shrimp",3,"and",2,"packs",2,38
"4548","mortgage","and",15,"rates",11,"loan",9,222
"4549","dismisses","the",2,"accounting",1,"as",1,8
"4550","accounting","for",10,"and",9,"analyst",5,102
"4551","enchanted","by",7,"forest",5,"to",4,51
"4552","eve","of",30,"and",19,"i",13,426
"4553","superglue","all",1,"for",1,"surgery",1,3
"4554","fingers","crossed",168,"and",52,"to",25,695
"4555","roscoes","i",1,"or",1,NA,NA,2
"4556","according","to",1661,"the",8,"2",3,1683
"4557","faq","allow",1,"are",1,"beer",1,14
"4558","regulations","and",14,"on",11,"for",9,154
"4559","changes","in",148,"to",120,"and",59,1151
"4560","jungle","and",9,"cat",4,"cruise",4,119
"4561","checked","out",195,"in",49,"the",43,604
"4562","sevier","county",2,"hasn't",1,"hope",1,4
"4563","ghetto","ass",10,"when",4,"and",3,123
"4564","quit","the",23,"being",20,"smoking",16,530
"4565","silence","and",37,"is",33,"of",22,421
"4566","carted","away",4,"off",3,"him",1,11
"4567","ambulance","and",9,"company",3,"she",3,79
"4568","nuts","and",53,"i",15,"in",15,373
"4569","candidates","are",19,"for",19,"and",18,298
"4570","replace","the",86,"it",31,"my",18,401
"4571","keen","to",52,"on",41,"for",6,176
"4572","carhartts","muckboots",1,NA,NA,NA,NA,1
"4573","muckboots","sellout",1,NA,NA,NA,NA,1
"4574","sellout","crowd",4,"after",1,"and",1,18
"4575","embarc","is",1,NA,NA,NA,NA,1
"4576","passport","to",10,"is",6,"and",4,88
"4577","actively","in",5,"looking",5,"engaged",4,166
"4578","participating","in",171,"and",8,"as",4,266
"4579","workshops","and",17,"are",5,"in",5,128
"4580","war","and",117,"on",98,"ii",87,1771
"4581","refine","and",3,"on",3,"the",3,30
"4582","credit","card",137,"for",111,"cards",66,884
"4583","seal","the",20,"team",13,"on",11,142
"4584","principals","and",5,"of",4,"to",3,36
"4585","pressed","to",35,"the",24,"on",17,201
"4586","bane","of",12,"has",2,"is",2,28
"4587","capital","of",47,"and",21,"city",18,411
"4588","slash","and",2,"fiction",2,"across",1,44
"4589","preach","it",16,"the",10,"about",5,97
"4590","alwc","check",1,"this",1,"today",1,5
"4591","printer","and",6,"is",6,"i",5,118
"4592","literally","just",43,"the",33,"have",17,945
"4593","printing","and",12,"123",11,"is",10,239
"4594","chip","cookies",37,"cookie",14,"and",11,299
"4595","prob","not",14,"the",10,"is",6,249
"4596","peeve","is",3,"of",3,"and",2,34
"4597","uttered","the",6,"a",2,"as",2,35
"4598","phrase","i",14,"in",13,"that",13,322
"4599","colormunki","ing",1,NA,NA,NA,NA,1
"4600","ing","and",7,"a",5,"the",5,143
"4601","apocalypse","is",6,"and",5,"the",5,88
"4602","21st","century",108,"birthday",21,"and",9,261
"4603","cdc","meeting",3,"and",2,"has",2,33
"4604","advising","him",5,"that",3,"me",2,31
"4605","huntington","beach",9,"n.y",2,"national",2,27
"4606","humor","and",61,"is",39,"in",20,352
"4607","lessambitiousmovies","apocalypse",1,"mr",1,NA,NA,2
"4608","holland's","etudes",1,"glorie",1,"jolly",1,5
"4609","influential","in",11,"people",9,"about",8,119
"4610","skateboarding","and",7,"all",1,"can",1,23
"4611","invasion","of",39,"and",8,"in",4,103
"4612","unbudgeted","expenses",1,NA,NA,NA,NA,1
"4613","expenses","and",10,"for",8,"are",7,151
"4614","treating","you",35,"me",16,"myself",10,211
"4615","illegals","aids",1,"alamo",1,"argue",1,12
"4616","aids","and",11,"in",7,"day",6,142
"4617","rising","from",19,"star",15,"to",14,341
"4618","costs","of",60,"and",52,"for",29,611
"4619","excluding","the",13,"or",2,"them",2,44
"4620","expense","of",61,"and",7,"paid",6,135
"4621","puts","the",59,"it",46,"me",43,508
"4622","burden","of",46,"on",22,"to",9,160
"4623","obsession","with",73,"and",6,"that",6,183
"4624","chapsticks","haha",1,"is",1,"you",1,3
"4625","overboard","with",3,"i",2,"on",2,39
"4626","aztecs","basketball",2,"lead",2,"39",1,31
"4627","byu","in",4,"and",2,"fans",2,33
"4628","polls","are",15,"in",10,"show",6,118
"4629","tcb","band",1,"in",1,NA,NA,2
"4630","anaheim","ca",4,"for",4,"to",3,37
"4631","region","of",38,"and",30,"in",14,353
"4632","shitthatmakesmeflip","this",1,NA,NA,NA,NA,1
"4633","accusations","of",12,"that",7,"against",2,50
"4634","teambailey","contest",1,NA,NA,NA,NA,1
"4635","it'll","be",274,"make",19,"take",14,507
"4636","doorstep","and",7,"of",7,"i",2,42
"4637","ooh","i",23,"and",9,"that",9,203
"4638","manage","to",173,"the",32,"a",21,465
"4639","node.js","by",1,"hosting",1,"server",1,4
"4640","hosting","a",102,"the",58,"an",12,446
"4641","integrate","the",8,"it",7,"your",4,62
"4642","zoo","and",11,"in",8,"is",8,216
"4643","contemplating","a",10,"the",9,"if",3,98
"4644","claret","and",1,"le",1,"toi",1,5
"4645","cus","i",16,"i'm",10,"of",6,86
"4646","shuttle","to",15,"bus",7,"is",7,139
"4647","flew","to",27,"by",24,"in",18,229
"4648","nw","23rd",5,"the",5,"sports",4,172
"4649","windows","and",55,"down",23,"open",23,579
"4650","escort","him",4,"service",3,"you",3,42
"4651","familiar","with",246,"to",44,"faces",23,595
"4652","requiem","for",4,"as",1,"carmina",1,13
"4653","repeal","of",14,"the",12,"a",2,60
"4654","feeding","the",27,"and",10,"my",10,252
"4655","messy","and",16,"but",7,"house",6,165
"4656","develop","a",104,"the",39,"and",28,501
"4657","motor","vehicle",15,"city",9,"racing",6,136
"4658","remind","me",201,"you",67,"myself",52,510
"4659","piss","me",77,"off",21,"on",15,228
"4660","doom","and",16,"gloom",3,"in",3,66
"4661","gloom","and",6,"of",6,"i",3,45
"4662","suspect","that",52,"the",21,"in",17,347
"4663","acknowledge","that",42,"the",27,"it",7,159
"4664","expressions","of",22,"on",8,"and",5,91
"4665","leading","to",122,"the",75,"up",71,768
"4666","motivation","to",54,"for",36,"is",23,316
"4667","steadily","before",3,"growing",3,"since",3,66
"4668","success","is",144,"of",101,"in",96,1538
"4669","depends","on",302,"upon",16,"if",8,399
"4670","theodore","roosevelt",18,"t",2,"alexander",1,38
"4671","bestfriend","and",9,"is",6,"3",3,105
"4672","backs","of",22,"and",18,"on",8,154
"4673","gladwellian","i",1,NA,NA,NA,NA,1
"4674","malcolm","x",29,"forbes",8,"hardee",7,115
"4675","gladwell","but",1,"cites",1,"friday",1,5
"4676","workout","in",31,"and",23,"with",19,603
"4677","basically","the",67,"a",53,"i",40,810
"4678","63","percent",5,"64",4,"to",4,113
"4679","fairbanks","in",2,"13th",1,"and",1,17
"4680","jacket","and",40,"in",12,"with",10,304
"4681","scalp","and",3,"this",2,"404.454.1494",1,33
"4682","404.454.1494","for",1,"serving",1,NA,NA,2
"4683","somethings","wrong",7,"gotta",4,"you",4,51
"4684","vin's","laugh",1,"ustream",1,NA,NA,2
"4685","ustream","today",5,"tonight",4,"so",3,75
"4686","fml","i",7,"fml",4,"i'm",2,53
"4687","agree","with",442,"that",131,"to",104,1724
"4688","packing","for",45,"up",34,"and",18,327
"4689","maybes","and",1,"compared",1,"i",1,6
"4690","reusable","shopping",4,"bags",3,"nappies",3,40
"4691","ann","arbor",23,"romney",17,"taylor",16,301
"4692","prefrence","just",1,NA,NA,NA,NA,1
"4693","comedy","central",25,"and",24,"is",19,515
"4694","sportz","country",1,"he",1,"tonight",1,3
"4695","babe","i",20,"and",13,"ruth",12,269
"4696","foolish","and",11,"enough",7,"to",6,122
"4697","bev","and",2,"from",2,"hills",2,24
"4698","raincoats","in",1,"on",1,NA,NA,2
"4699","35","minutes",31,"years",29,"and",21,493
"4700","wet","and",44,"ingredients",26,"i",13,592
"4701","4g","lte",6,"phone",6,"in",3,60
"4702","errors","in",18,"and",13,"of",7,145
"4703","pages","of",144,"and",62,"in",34,842
"4704","terrible","but",24,"i",22,"thing",22,817
"4705","readings","and",11,"of",10,"from",4,93
"4706","raising","the",36,"a",27,"money",15,349
"4707","vibrations","of",8,"are",2,"and",1,28
"4708","grounding","in",3,"and",2,"baby",1,16
"4709","irritated","i",6,"and",4,"by",4,60
"4710","thor","and",8,"was",7,"is",4,91
"4711","datt","whip",1,NA,NA,NA,NA,1
"4712","whip","up",39,"it",18,"out",10,191
"4713","momma","and",14,"i",10,"is",7,188
"4714","revelation","of",19,"that",13,"and",10,159
"4715","overlooked","the",7,"and",4,"in",4,60
"4716","funnier","than",27,"when",5,"and",3,68
"4717","recovery","and",19,"is",19,"from",18,296
"4718","bra","and",14,"i",6,"is",6,155
"4719","paid","for",242,"to",93,"off",53,1200
"4720","trayvonmartin","case",4,"in",2,"so",2,23
"4721","travesty.let's","remember",1,NA,NA,NA,NA,1
"4722","prayers","and",45,"are",43,"go",40,419
"4723","spirit","of",225,"and",97,"is",41,1133
"4724","ego","is",12,"and",10,"boost",6,183
"4725","craves","anything",1,"the",1,"this",1,7
"4726","accomplish","this",23,"the",15,"that",12,232
"4727","own.spirit","can",1,NA,NA,NA,NA,1
"4728","escape","the",66,"from",56,"to",22,410
"4729","trap","and",14,"of",10,"by",6,196
"4730","lovers","of",27,"in",12,"and",10,281
"4731","remain","in",64,"the",36,"a",33,651
"4732","idontunderstandwhy","facebook",1,"i",1,"people",1,3
"4733","necessarily","the",24,"a",22,"mean",19,362
"4734","prestigious","awards",3,"university",3,"ballet",2,56
"4735","hugs","and",55,"to",35,"from",12,265
"4736","exhibition","of",20,"at",16,"is",12,232
"4737","fascist","and",3,"dictators",3,"or",3,64
"4738","risers","at",2,"has",1,"in",1,10
"4739","gotta","love",259,"get",233,"be",194,2405
"4740","foisting","cases",1,"on",1,"your",1,3
"4741","agendas","and",3,"we",2,"agreements",1,29
"4742","downtrodden","and",1,"city",1,"faces",1,15
"4743","idol","is",24,"and",16,"i",14,291
"4744","pinky","promise",4,"finger",3,"ring",3,47
"4745","cast","of",76,"and",55,"in",29,777
"4746","indy","this",10,"500",9,"for",7,226
"4747","colts","fans",9,"have",7,"are",5,160
"4748","jets","fans",9,"and",8,"will",7,205
"4749","overrated","and",5,"but",3,"i",3,56
"4750","mouthed","i",2,"to",2,"as",1,22
"4751","qb","in",9,"for",7,"who",6,170
"4752","rex","ryan",12,"and",4,"is",4,69
"4753","yrs","ago",66,"old",26,"of",20,290
"4754","wears","a",35,"the",15,"off",9,192
"4755","transformation","of",28,"in",6,"is",5,127
"4756","happens","to",328,"when",173,"in",103,1418
"4757","airing","on",6,"the",6,"in",4,73
"4758","guts","to",32,"out",9,"and",8,114
"4759","legend","of",42,"and",16,"in",13,252
"4760","introducing","me",19,"the",18,"a",14,151
"4761","niece","and",16,"is",8,"who",8,153
"4762","singin","in",7,"to",2,"a",1,22
"4763","neighborhood","and",32,"is",18,"kids",13,517
"4764","smells","like",147,"of",26,"so",14,344
"4765","jolly","ranchers",6,"good",5,"rancher",4,66
"4766","ranchers","and",5,"alliance",1,"are",1,17
"4767","donate","to",55,"a",18,"it",12,273
"4768","cousins","and",27,"are",9,"house",8,222
"4769","selection","of",146,"and",20,"is",15,378
"4770","sec","of",10,"to",8,"2",6,241
"4771","myrtle","beach",13,"baptist",2,"and",1,22
"4772","coolest","thing",24,"people",7,"person",7,206
"4773","gossip","girl",42,"and",15,"about",9,161
"4774","roundup","of",6,"ready",2,"so",2,42
"4775","zoe","is",4,"and",3,"beats",3,61
"4776","saldana","is",1,"send",1,"wants",1,3
"4777","boobs","and",14,"are",12,"i",5,117
"4778","monte","carlo",16,"cristo",5,"ball",2,48
"4779","montgomery","county",14,"alabama",3,"is",3,72
"4780","sam's","club",16,"and",2,"place",2,46
"4781","joint","venture",16,"and",10,"in",7,277
"4782","antonio","and",8,"texas",8,"tonight",8,222
"4783","umm","i",28,"no",9,"yeah",8,217
"4784","son","of",230,"and",121,"is",88,1990
"4785","430","pages",2,"31",1,"5",1,18
"4786","hulk","is",8,"and",7,"hogan",7,121
"4787","dakota","rentals",13,"home",11,"bands",10,128
"4788","photograph","of",31,"the",18,"and",11,210
"4789","wordsyouwillneverhearmesay","i",2,"go",1,"gosh",1,9
"4790","august's","baltimore",1,"birthstone",1,"is",1,5
"4791","conservator","but",1,"gave",1,"of",1,3
"4792","publishing","and",32,"industry",24,"a",19,535
"4793","production","of",100,"and",51,"in",25,772
"4794","albert","einstein",75,"pujols",24,"camus",13,220
"4795","pujols","is",5,"has",3,"in",3,67
"4796","card","i",176,"and",149,"for",139,2567
"4797","marco","rubio",7,"polo",5,"and",3,54
"4798","estrada","he",2,"coming",1,"courts",1,20
"4799","warming","up",37,"and",9,"the",6,206
"4800","mmod","iphone",1,NA,NA,NA,NA,1
"4801","banner","and",16,"is",9,"for",7,203
"4802","revenue","and",18,"from",14,"for",12,241
"4803","glace","in",1,"irrelevant",1,"more",1,6
"4804","engaging","in",51,"and",19,"with",15,203
"4805","interface","is",7,"for",6,"but",5,97
"4806","ups","and",89,"to",27,"are",13,449
"4807","starks","is",3,"back",1,"crabtree",1,17
"4808","injury","and",20,"to",14,"in",12,329
"4809","pottery","barn",14,"and",3,"at",2,50
"4810","glazing","and",1,"bowls",1,"but",1,15
"4811","workshop","on",35,"and",20,"at",20,419
"4812","guru's","at",1,NA,NA,NA,NA,1
"4813","center","of",253,"for",145,"in",106,1921
"4814","teaching","and",49,"a",43,"me",33,938
"4815","tasting","room",21,"at",14,"menu",11,348
"4816","mention","that",140,"the",131,"of",106,1411
"4817","gona","be",12,"have",3,"get",2,49
"4818","fkn","awesome",1,"balance",1,"cares",1,17
"4819","insane","and",17,"i",9,"in",9,288
"4820","custom","made",22,"built",10,"and",7,310
"4821","artwork","and",17,"on",11,"is",9,196
"4822","testing","and",33,"the",29,"is",15,425
"4823","remarkable","and",11,"for",5,"to",5,204
"4824","actors","and",32,"in",27,"for",12,388
"4825","leon","panetta",4,"and",2,"has",2,58
"4826","bol","you",2,"betta",1,"board",1,14
"4827","ize","content",1,"don't",1,"its",1,8
"4828","sitz","that",1,NA,NA,NA,NA,1
"4829","sphinx","mascot",2,"the",2,"cats",1,16
"4830","categorizing","and",1,"anymore",1,"dc",1,7
"4831","subs","for",3,"to",3,"ahead",1,46
"4832","suds","and",3,"carries",1,"friendly",1,8
"4833","carries","a",24,"the",16,"with",9,148
"4834","favorites","and",25,"of",17,"are",15,319
"4835","rogue","and",4,"brewery",4,"in",2,77
"4836","leinenkugel's","beer",1,"creamy",1,"original",1,4
"4837","shandy","and",1,"by",1,"entertaining",1,8
"4838","they'll","be",89,"have",16,"never",15,445
"4839","jiggly","and",2,"45",1,"caliente",1,5
"4840","caliente","resorts",4,"la",1,"night",1,10
"4841","jewish","community",14,"people",14,"and",11,382
"4842","hating","on",48,"it",8,"my",6,172
"4843","israel's","ambassador",1,"barrier",1,"closest",1,19
"4844","bags","of",75,"and",53,"are",20,491
"4845","sees","the",67,"it",24,"a",21,458
"4846","understands","the",23,"that",20,"me",14,155
"4847","fellow","bloggers",21,"tweeters",14,"man",13,780
"4848","dm","me",339,"you",119,"us",79,1010
"4849","livingston","a",1,"an",1,"and",1,16
"4850","revis","and",2,"also",1,"are",1,16
"4851","lookin","for",40,"at",28,"forward",28,278
"4852","valrhona","chocolate",1,"cocoa",1,NA,NA,2
"4853","cookies","and",74,"for",28,"are",23,565
"4854","willpower","to",4,"and",3,"in",2,21
"4855","a1","i",7,"best",2,"shredding",2,57
"4856","today’s","post",14,"world",8,"blog",4,266
"4857","clients","and",39,"in",22,"are",21,533
"4858","interactive","and",13,"marketing",4,"art",3,185
"4859","communication","and",41,"is",36,"with",18,415
"4860","enemy","of",42,"is",24,"and",20,368
"4861","higgs","boson",6,"particle",2,"40",1,17
"4862","boson","anthology",1,"gives",1,"particle",1,4
"4863","gives","me",227,"you",225,"a",149,1459
"4864","particles","of",4,"are",3,"and",2,65
"4865","everywhere","i",66,"and",65,"in",32,683
"4866","states","and",114,"that",97,"of",90,1421
"4867","church's","food",2,"role",2,"almanac",1,28
"4868","workforce","development",7,"and",5,"is",4,84
"4869","associate","with",22,"professor",13,"director",7,140
"4870","express","the",26,"how",24,"their",24,471
"4871","exploded","in",12,"and",9,"on",7,79
"4872","fallen","in",31,"asleep",19,"into",18,326
"4873","victim","of",69,"to",22,"in",13,282
"4874","paper","and",236,"is",97,"i",70,2583
"4875","backend","no",1,"node",1,"programmers",1,4
"4876","pharisees","and",7,"had",2,"to",2,33
"4877","tebow","is",30,"to",15,"has",11,315
"4878","qtr","lb",2,"before",1,"is",1,15
"4879","patty's","day",63,"all",1,"bar",1,76
"4880","enjoy's","super",1,NA,NA,NA,NA,1
"4881","entertaining","and",35,"to",18,"the",9,279
"4882","bieber's","new",4,"boyfriend",3,"18th",1,32
"4883","bases","loaded",36,"and",8,"in",7,136
"4884","educational","and",13,"system",9,"purposes",6,221
"4885","institutions","and",17,"that",14,"to",12,183
"4886","axe","and",5,"body",5,"to",5,61
"4887","slang","for",8,"and",5,"i",2,42
"4888","giant's","orcish",1,"win",1,NA,NA,2
"4889","conversational","skills",3,"partner",2,"topics",2,20
"4890","brainbomb","lobbed",1,NA,NA,NA,NA,1
"4891","lobbed","it",3,"at",1,NA,NA,4
"4892","dagmar","krause",1,NA,NA,NA,NA,1
"4893","krause","a",1,"coaches",1,"even",1,7
"4894","showed","up",185,"me",96,"that",51,827
"4895","duvet","cover",6,"covers",3,"comforter",2,25
"4896","prof","is",7,"and",3,"dawkins",3,147
"4897","wound","up",58,"on",6,"to",6,149
"4898","bite","of",28,"sized",22,"the",20,401
"4899","maine","and",9,"i",4,"is",4,133
"4900","coon","to",2,"cat",1,"hunt",1,11
"4901","breeds","and",4,"a",2,"contempt",2,36
"4902","mom's","day",16,"out",10,"house",9,245
"4903","watchin","the",29,"a",9,"it",7,167
"4904","ghost","of",36,"town",21,"stories",20,369
"4905","rider","and",5,"in",5,"it",3,65
"4906","misplaced","my",5,"and",4,"the",3,42
"4907","rashida","jones",2,"respectable",1,"we",1,4
"4908","mo","money",15,"and",13,"is",8,301
"4909","problems","with",139,"and",102,"in",60,1423
"4910","buyin","a",1,"an",1,"beats",1,9
"4911","jim","rohn",42,"and",27,"morrison",21,576
