"","txt","Src","Line"
"6889","In April of 1996, Hopkins returned to Missouri. He bounced around in the following years, spending time in Union and Joplin. Police reports say Hopkins gave police and his family members varying accounts of where Jessica was, including one story that she was living with a man named Capone somewhere in California. He said they were living in a hotel that police learned didn't exist.","en_US.news",1889
"6890","District officials say they were spurred by a belief that there's a need for such programs among parents who homeschool, and by a need to ensure those parents have access to quality courses.","en_US.news",1890
"6891","He avoided specifics, saying he wanted to win in Massachusetts, his home state, but offered no predictions about states where the contests were closer. He refused to comment again on Rush Limbaugh's crude criticism of a Georgetown law student—on Friday Romney had called the remarks ""not the language I would have used""—saying only that he planned to focus his campaign on jobs and the economy.","en_US.news",1891
"6892","Known for her dribbling abilities, Wagoner has six goals, and seven assists after missing last season because of a knee injury. She'll play next year at Oregon.","en_US.news",1892
"6893","Indeed, in an election between Republican Brady, who pledged no tax increase, and Democrat Gov. Pat Quinn, who had already proposed one, Illinoisans narrowly chose the more-tax guy. They also left majorities of Democrats - the party more likely to raise taxes - in control of the Legislature.","en_US.news",1893
"6894","Kayaking and canoeing are popular options and provide a completely different park experience. Several canoe trails are offered on the southern side of the park, near Flamingo. Canoe rentals and guided boat tours also are offered through the Ten Thousand Islands area on the Gulf Coast. Call 239-695-2591.","en_US.news",1894
"6895","Pike Township","en_US.news",1895
"6896","A 35-year-old Parkville woman has been charged with three counts of insurance fraud stemming from allegations that she filed three fraudulent claims and was paid a total of $21,563, the office of the Maryland attorney general said Thursday.","en_US.news",1896
"6897","Anderson says the whale may be heading for Baja California lagoons but it won't find much to eat there and must turn north to survive.","en_US.news",1897
"6898","Los Angeles County operates the sewage treatment plant, which serves the 830-acre university and an adjoining housing tract. The facility was built in the late 1970s by Pepperdine and Alcoa, the developer of the subdivision, and turned over to the county.","en_US.news",1898
"6899","The Legislature is considering a measure, House Bill 2791, that would repeal these tax exemptions. Money raised from dropping the exemptions would go into an account to fund all-day kindergarten classes.","en_US.news",1899
"6900","That decision was the culmination of a week of hearings, during which Judge Nancy V. Alquist was originally scheduled to consider competing reorganization plans from Alter and Roebuck. Within days those arrangements were shelved and the two sides were talking about a joint plan. Alquist set a Friday morning deadline for the two sides to file their proposal, but they could not agree on terms.","en_US.news",1900
"6901","Instead, it's seen as one of his biggest blunders. Of all the city projects that use money from sewer and water rates, this is the one that rankles ratepayers most.","en_US.news",1901
"6902","Puroll, who had been shot with an AK-47-type weapon around 4 p.m., according to the Sheriff's Office, has declined requests to be interviewed.","en_US.news",1902
"6903","An attorney for the law firm, Dee Miles, said Taco Bell saves money by adding fillers because the beef is the most expensive part of their products.","en_US.news",1903
"6904","""Are the roads going to be used again?"" she asked. ""Because the trees are going to keep growing. There will be a need to do firefighting and logging.""","en_US.news",1904
"6905","The figure doesn't include the reserve for uncollected taxes and grants that offset revenue.","en_US.news",1905
"6906","Still, the council members' involvement in the Occupy suit helps dramatize its argument that police oversight is so ineffective it warrants a court-appointed monitor. The officials want an independent eye to review all of the more than 2,000 Occupy-related arrests and to explore the sometime closures of Zuccotti Park and some other public spaces.","en_US.news",1906
"6907","Harvard 7, Oregon 6","en_US.news",1907
"6908","On May 14, the final day of their legislative session, Missouri lawmakers declared the answer, and last month, by withholding his veto, Gov. Jay Nixon signaled that he agreed. On Aug. 28, their answer will become the law of the land.","en_US.news",1908
"6909","Baltimore County police said Tuesday that a camera had been installed at that location Monday afternoon to replace one destroyed after a vandal set fire to it during the early morning hours of April 20.","en_US.news",1909
"6910","RHP David Robertson struck out the side in the eighth inning Monday, giving him 18 strikeouts in 11 innings this season. Robertson hasn't allowed a run over his last 24 1/3 innings dating back to last Sept. 1, the longest active streak in the majors.","en_US.news",1910
"6911","Traw said they started working out a deal to work together, but he grew suspicious when Cook and his associates began having trouble getting Panamanian banks to accept wire transfers from the United States. ""The bank that Gary Saunders used here in Panama was Scotia Bank,"" Traw said in an e-mail. "" That bank closed their account because of the large amounts of money being transferred without explaining the source.""","en_US.news",1911
"6912","""I took it off at one point in time,"" said Traci Des Jardins of San Francisco's Jardiniere, ""and got a very negative response from customers. So there's definitely a desire for it, and people don't care where it comes from.""","en_US.news",1912
"6913","""Junior says, `Listen, kangaroo leg, man, you've got the biggest leg I've ever seen. Let's get to work.'""","en_US.news",1913
"6914","Anthony Smith, 21, is charged in Middlesex County with the May killing of Renaldo Grandville, 22, possession of a weapon for an unlawful purpose, unlawful possession of a weapon, and hindering his own apprehension.","en_US.news",1914
"6915","I won't argue the pros and cons of STAR testing, per se, so hold your emails about what it was like in the good old days when you walked to school uphill both ways.","en_US.news",1915
"6916","The plans have been sent for town approval, which Morabito is expecting to come within the next two months.","en_US.news",1916
"6917","NV J Vineyards and Winery Ratafia ($42)","en_US.news",1917
"6918","Forests are also dangerous environments, lacking in light, where one can easily get lost or even perish.","en_US.news",1918
"6919","As contract talks continue, the Los Angeles Unified School District has hired the same consultant New York City uses to conduct a value-added analysis of teacher performance. The scores are expected to be released privately to teachers and principals later this year.","en_US.news",1919
"6920","Yet Wah: 2140 Clement St. (at 23rd Avenue), San Francisco. (415) 387-8040. yetwah.com.","en_US.news",1920
"6921","government couldn't have proved he accepted a bribe because he took no action after taking the money and didn't have the authority to do what the developer asked.","en_US.news",1921
"6922","Jeffrey A. Lloyd was located on Friday at the Goshen Manor Apartments by members of the West Goshen Police Department and Westtown-East Goshen Regional Police Department, who were responding to a suspicious person call.","en_US.news",1922
"6923","It's a lesson in the various frustrations of this place. As airports go, LAX, which entered the jet age in 1961, is an antiquity. From taxi ways to terminals, it's all squeezed into one of the smallest footprints of any major U.S. airport: 3,425 acres compared to Dallas-Ft. Worth's 18,076. There is nowhere else to go but up.","en_US.news",1923
"6924","With a tear running down his cheek, Jermaine said, ""I just wanna say thank you to everybody that voted for me."" He thanked specific family members and said, ""Nobody but Jesus, man."" He closed the show by crying and hugging his family, all while singing I Believe I Can Fly.","en_US.news",1924
"6925","If most of the Democrats remain bunched together, as early internal polls are showing, and ""one of the two Republican candidates catches fire, he could be in there,"" said Paul Mitchell, a Democratic consultant who has analyzed the demography of California's congressional districts for its redistricting process.","en_US.news",1925
"6926","1/2 cup slivered blanched almonds","en_US.news",1926
"6927","As Rutgers tries to steer its attention back to football, two former players who were there the last time the program lost a player to a catastrophic injury said staying focused on the upcoming game with Pittsburgh is the key now.","en_US.news",1927
"6928","In a departure from the norm, Woods isn't doing a pre-tournament news conference before this week's Wells Fargo Championship -- his first PGA Tour event since he finished tied for 40th at The Masters. But if you are starved for his thoughts on the coolest looking trophy from golf's major tournaments (Claret Jug) or wonder how much he practices his long game vs. his short game before events, Tiger has you covered.","en_US.news",1928
"6929","Then that disappeared. Now Denise works whatever hours she's offered — usually just a few each week — cleaning time-share units.","en_US.news",1929
"6930","""Unless there's some real obvious and legitimate reason for the positive test, he's not fighting,"" Kizer told AP early Tuesday.","en_US.news",1930
"6931","""That's not my choice, what I would like to have happen,"" Christie said today. ""But on the other hand, we can't continue to run that kind of debt.""","en_US.news",1931
"6932","Not unless those two other guys Mattingly mentioned -- Ethier and Loney -- really are going to sit a ton against left-handers. And I don’t see that happening, not unless they bomb against lefties the first two months.","en_US.news",1932
"6933","1002 N Woodlawn Av, $235,500","en_US.news",1933
"6934","NEW YORK -- Wall Street bonuses climbed 17 percent in 2009 to $20.3 billion as many of the investment banks that were bailed out at taxpayer expense reported blowout profits.","en_US.news",1934
"6935","Make no mistake, the extensive Marcellus Shale deposit could prove extraordinarily helpful in providing the nation with natural gas, a cleaner burning alternative to other fossil fuels. And Western Maryland could certainly use the potential economic boost.","en_US.news",1935
"6936","""This is definitely a shot in the arm for the Rogue Valley,"" said Bill Thorndike, president of Medford Fabrication and former Portland branch board member of the Federal Reserve Bank of San Francisco.","en_US.news",1936
"6937","Capain Santos jumped from his vehicle to immediately","en_US.news",1937
"6938","BEIJING -- The Chinese dissident who boldly fled house arrest and placed himself under the wing of U.S. diplomats balked Wednesday at a deal delicately worked out between the two countries to let him live freely in China, saying he now fears for his family's safety unless they are all spirited abroad.","en_US.news",1938
"6939","In 1976, Weedon's compilation album of guitar solos, ""22 Guitar Golden Greats,"" reached No. 1 on the British album chart.","en_US.news",1939
"6940","Violence in Camden was responsible for much of the increase in the state's homicide rate for the first six months of 2008. Thirty-two of Camden County's 35 killings -- an increase of almost 120 percent over the previous year -- occurred in the city of Camden.","en_US.news",1940
"6941","“Right now I’m looking at the second round,” he said. “It just depends on how I perform.”","en_US.news",1941
"6942","— Brien Comerford, Glenview","en_US.news",1942
"6943","Instead, two weeks after heavy gloom settled over an injury-depleted clubhouse, the clouds separated with a 1-0 win over the Cincinnati Reds and nemesis righthander Johnny Cueto.","en_US.news",1943
"6944","There are seven men who survive the crash, and then there are six, and so on. Ottway, thanks to his training as a hunter and the fact he's the lead guy in Carnahan's script, takes charge, trying to figure out how to get through the fierce, frozen forests - and how to avoid being eaten by a pack of seriously angry wolves.","en_US.news",1944
"6945","Tax renewal, 3 mills, 10 years, expenses","en_US.news",1945
"6946","Reminders of the financial crisis -- little slips of paper called 1099-Cs, the Cancellation of Debt -- have been hitting mailboxes in time to create a few more headaches during tax season.","en_US.news",1946
"6947","The state police have set up a command center at a riverfront home on Northover Place, not far from the Navesink Country Club.","en_US.news",1947
"6948","""There's a lot of memories from the series,"" Martin said. ""When you look at your schedule, there's three or four teams that you look at to see when you're playing them. Miami is certainly one of those.""","en_US.news",1948
"6949","B) It would have been more if he was still Ron Artest.","en_US.news",1949
"6950","HPV is the human papillomavirus, which has about 100 different strains. Forty types are spread by sexual contact. That makes it the most prevalent sexually transmitted disease in the world.","en_US.news",1950
"6951","Still no 16: So 16 seeds are now 0-110 all-time, after two losses Thursday.","en_US.news",1951
"6952","Is he worth more than $885,000, the league minimum for players with three years experience?","en_US.news",1952
"6953","PER SERVING: 320 calories, 16 g protein, 29 g carbohydrate, 16 g fat (2 g saturated), 37 mg cholesterol, 170 mg sodium, 3 g fiber.","en_US.news",1953
"6954","PEDIGREE: This dark amber lager has a caramel-like flavor with a slight roastiness on the finish. Bear in mind it does taste a bit alcoholic, and rings in at 7.8 percent. The late beer guru Michael Jackson wrote that bocks originated by monks were to be drunk as ""liquid bread"" during Lent.","en_US.news",1954
"6955","""Regardless of who our opponent is,"" Fisher said, ""we have staples and a foundation that we have to play with. And if we stick to those things, who cares about the opponent and how many games they played before they got to us?""","en_US.news",1955
"6956","The changes to pensions and benefits for public workers across the state - signed by Gov. Chris Christie the day they passed the Democrat-controlled legislature with overwhelming, bipartisan support - mostly affect future hires.","en_US.news",1956
"6957","Among the best-sellers at Joe's is the Fontina burger, a small-plate-size grilled patty topped with roasted red pepper, grilled mushrooms, greens, pecan pesto and fontina cheese ($9.49).","en_US.news",1957
"6958","Liberal economists haven't silenced conservatives, but they have completely eclipsed liberal sociologists and liberal psychologists. Even noneconomist commentators reduce the rich texture of how disadvantage is actually lived to a crude materialism that has little to do with reality.","en_US.news",1958
"6959","In a program emceed by WTTW's Phil Ponce, Mason seemed shy as he stepped onstage, only managing a quick ""Thanks"" before shuffling back to his seat. Koldyke, however, made an inspiring speech extolling the history and impact of National Louis - which came from humble beginnings as a college to train poor, immigrant women in early childhood education - calling it ""revolutionary"" and ""inspiring."" Today, National Louis University grants more graduate degrees in education than any other institution in Illinois.","en_US.news",1959
"6960","Opinions differed Thursday among legal experts and state officials on whether the financial review team -- or Snyder -- could strike a consent agreement with Mayor Dave Bing and the Detroit City Council during those 10 days.","en_US.news",1960
"6961","The airline industry is worried about what might happen once the DOT's unofficial grace period ends. It's particularly concerned about the agency's full-fare-advertising rule, which requires airlines and ticket agents to show a ticket price that includes all mandatory fees and taxes.","en_US.news",1961
"6962","The Jackets have killed the Blues' power play.","en_US.news",1962
"6963","When he returned to Chicago in January for the Cubs Convention, he was questioned by police. He voluntarily appeared at the Belmont Area detective headquarters to talk to investigators.","en_US.news",1963
"6964","Al-Asiri, 30, arrived in Yemen in 2006 after being jailed by Saudi officials in crackdowns against Islamic militants.","en_US.news",1964
"6965","Teacher of the Year","en_US.news",1965
"6966","Nelson said Goddard's successful defense of two other state immigration laws, Proposition 200 and employer sanctions, shows that he is best qualified to represent the state. Prop. 200 requires proof of citizenship to register to vote and proof of identification at the polls.","en_US.news",1966
"6967","The performances — part lecture, part re-creation of the TV show — represent a shift in the TV-to-stage trend. Previously, the reality shows that toured the country were performance-based, like ""Idol"" and ""So You Think You Can Dance."" But now the stars of reality shows about food, travel, pets and more are taking their shows directly to their fans. It’s part of the larger trend of re-imagining the role of the arts center and its place in communities, according to Stephanie Hughley, NJPAC vice president of programming and new media.","en_US.news",1967
"6968","Drexel","en_US.news",1968
"6969","The anti-domestic violence bill was passed overwhelmingly the last time it came up for renewal in 2005.","en_US.news",1969
"6970","But the arrival of coach Darin Lee after his long successful tenure at Nashville produced 35 wins in his first two seasons and has led to a breakthrough campaign this winter.","en_US.news",1970
"6971","A former Colorado State and Fort Morgan High School standout, Dreessen made the key block on Houston's first touchdown (a 3-yard run by Arian Foster) and had three receptions for 33 yards.","en_US.news",1971
"6972","Beyond the theoretical solutions, the reality on the snow has been gruesome. At Tahoe's Alpine Meadows during the Christmas-New Year holidays, a snowboarder, 25, was found dead in a tree well in wilderness adjacent to the resort. In Wyoming, also during the holidays, a 22-year-old snowboarder crashed into a mother and her 5-year-old daughter who were stopped on a hill, killing himself and the girl. The latest fatal accident occurred Saturday at Granlibakken, a small North Tahoe resort, where a 22-year-old snowboarder from Oakland, Rahsheka Keith, reportedly tried to use her board as a sled, became turned around and rammed into the support pole of a lift tower.","en_US.news",1972
"6973","Lester did have a medical marijuana dispensary in the city.","en_US.news",1973
"6974","Cecilia Zalkind, executive director of Advocates for Children of New Jersey, said the alarming child poverty rate is directly linked to Newark parents’ dwindling income and the rising cost of living in the city.","en_US.news",1974
"6975","""I'm praying for you. I've said a prayer. I know things look bleak but it will be answered."" -- Reggie Miller to Cavaliers' fans via a conference call.","en_US.news",1975
"6976","5) $100 free Google AdWords credit","en_US.news",1976
"6977","""The St. Louis way is to bet on a winner,"" Katz said. ""Unfortunately, the ability to predict winners is not widely distributed in our society.""","en_US.news",1977
"6978","Before Thursday, Bush had made public comments praising Romney while withholding an endorsement.","en_US.news",1978
"6979","Two psychiatric examinations reached opposite conclusions on that point. In a statement to the court, the Norwegian Board of Forensic Medicine asked for additional information from two pscyhiatrists who found Breivik sane, saying their report was incomplete.","en_US.news",1979
"6980","SPRING FAB FOOD COMING . . .","en_US.news",1980
"6981","The Penguin Anthology of 20th Century American Poetry, edited by Rita Dove (Penguin; 599 pages; $40). The former U.S. poet laureate has assembled an impressive range of writers.","en_US.news",1981
"6982","""You always learn something playing alongside Jose Maria as he is one of the short-game masters,"" Lawrie said. ""I've played with him many times before so I am looking forward to the next two days.""","en_US.news",1982
"6983","Opponents include Mexico's embassy, American Civil Liberties Union of Arizona, Valley Interfaith Project and the Hispanic Chamber of Commerce.","en_US.news",1983
"6984","Guzman has no homers and eight RBI in 67 at-bats this season. He is hitting .200 at Petco Park and .250 with runners in scoring position.","en_US.news",1984
"6985","Dan Troy, Downers Grove:","en_US.news",1985
"6986","""Our physicians have decided to invest in the latest piece of state of the art tech so they can deliver that care,"" says Chief Medical Officer Dr. Rebecca Fleck, .","en_US.news",1986
"6987","The State Planning Commission and Office of Smart Growth would go to the Department of State, from Community Affairs; the Business Retention and Attraction Division would move to State; the Amistad Commission would move from the Department of State the Department of Education, and the New Jersey Commission on Higher Education would be abolished and transferred to the Secretary of Higher Education.","en_US.news",1987
"6988","Schulte and his wife opened Happy Gillis last year in the former corner sundries store. The building has had many business lives.","en_US.news",1988
"6989","Is Spain next to go on the Brussels dole? Not if the assurances coming out of Spanish officials lately are to be believed.","en_US.news",1989
"6990","Erie is acting while a 12-person state task force explores jurisdictional issues and possible state regulatory tweaks in response to public concerns. State Attorney General John Suthers has said local officials can do inspections but no enforcement.","en_US.news",1990
"6991","Elysia: Now I feel more prideful when I see a flag or the U.S. military. Even the Olympics, I tend to be a little bit more toward the U.S. I still root for Canada, too, but I'm more toward the U.S. now.","en_US.news",1991
"6992","Linsanity — loosely defined as a fugue state in which sensible adults find themselves in the midst of bouts of giddy dancing as they lunge for the remote — almost never happened. For Lin was a bench-warmer who’d been cut from two teams in a year. Then, like a phoenix from the ashes, he emerged from nowhere. A superstar was born.","en_US.news",1992
"6993","A city bleeding population, tax revenue and homeowners to a criminally high rate of bank foreclosures simply cannot cut its way to stability. But our city is up against a wall. Detroit cannot raise taxes, Washington is unwilling to bail out cities as it has bailed out banks, and Lansing already refuses to provide the revenue sharing money it currently owes Detroit.","en_US.news",1993
"6994","""I'm willing to listen to what the president has in mind for protecting Americans from tax increases,"" McConnell, R-Ky., said in a statement.","en_US.news",1994
"6995","""We look forward to having amicable and meaningful dialogue with the CVC on many issues and believe those conversations should remain between the parties,"" the Rams said in a statement released Friday night, after the CVC announced that the team's plan to play ""home"" games in London would violate the lease.","en_US.news",1995
"6996","Even if you're not Irish, you still can become a leprechaun for a day by sampling a cocktail made with a wee dram of Irish whiskey.","en_US.news",1996
"6997","""I think they will learn to control corporate power,"" Stegner said, ""and to dampen the excess that has always marked their region, and will arrive at a degree of stability and a reasonably sustainable economy based on resources that they will know how to cherish and renew.""","en_US.news",1997
"6998","As often happens in these family fights, small ideological or tactical differences take on outsized emotional impact, and whatever happens today, the Democratic Party probably will need some time to heal. But at root, the arguments being made by the heavyweights in the ring -- and despite the best efforts of earnest rookie Graham Veysey, this remains a two-person race -- haven't changed since the moment the new map set up this death match:","en_US.news",1998
"6999","The three officers arrested Chasse, 42, after one of the officers said Chasse appeared to be urinating in the street. There was no evidence that he had done so. Police said he ran when they approached. They chased him, knocked him to the ground and struggled to handcuff him.","en_US.news",1999
"7000","Dutra said that from Recology's point of view, ""The program is a success.""","en_US.news",2000
"7001","At this stage, however, he has no choice but to be patient and defer to the legal process. He cooperated fully with the Grand Jury and he will continue to cooperate with the investigation as we move forward.","en_US.news",2001
"7002","The signs are a vivid short course on the state’s rich commercial history, a glimpse into a golden age when Bamberger’s was the toast of Newark, when Paterson and Van Dyk were synonymous, when Camden Pilsner was the king of beers.","en_US.news",2002
"7003","Then, April 8 to 13, Tyson will unveil his live, one-man act at MGM Grand in Las Vegas, ""Mike Tyson: Undisputed Truth, Live on Stage,"" in which he is expected to skewer the likes of his former boxing promoter Don King and former wife Robin Givens, and take an honest look at his own wild ride of life.","en_US.news",2003
"7004","Luck received 247 first-place votes and 1,407 points to become the fourth player to be Heisman runner-up in consecutive seasons and first since Arkansas running back Darren McFadden in 2006 and '07.","en_US.news",2004
"7005","But problems loom in Columbus. Democrats fear the political clout of teachers unions. And for some Republicans, anything that demands positive results from their deep-pocketed contributors in the charter school crowd makes them skittish. Just last year, House Speaker Bill Batchelder unsuccessfully tried to slip into the state budget a provision allowing the creation of taxpayer-financed schools with little government oversight, whose primary purpose would have been to turn a profit for their owners.","en_US.news",2005
"7006","However, it does function as a great backup to using a cellphone as a main line of contact.","en_US.news",2006
"7007","Welch supplied copiers to the school, but never canceled or replaced copier leases when the school upgraded their equipment, according to court documents and testimony. The school found itself being billed for 14 copiers, officials told the Post-Dispatch in 2009.","en_US.news",2007
"7008","'UNFOUNDED' COMPLAINTS","en_US.news",2008
"7009","It ""would have decimated the ability to do the work that we already do,"" he said. DeWolfe said he supports the concept, but providing counsel for initial hearings cannot be carried out without substantially more resources.","en_US.news",2009
"7010","""If you change the definition of the ""thing,"" Blankenhorn said of marriage, ""it is hard to imagine how it wouldn't have an impact on the 'thing.'""","en_US.news",2010
"7011","""We believe that at this point calls for a boycott of the Euro 2012 are totally unfounded,"" government spokesman Marcin Bosacki said. ""These two things should not be linked together.""","en_US.news",2011
"7012","Perth Amboy resident Bob Banaskiak, 56, was in the park with his brother-in-law. He says he lives about a mile inland from the bay.","en_US.news",2012
"7013","Kasich said the next step will be trying to get a handle on the total number of opiates prescribed statewide and coming up with guidelines that pain doctors agree to follow across the state.","en_US.news",2013
"7014","4. Make sure you have a valid passport. If you do, check it to be sure it won't expire for at least six months after your cruise. Also make certain that the legal name on your passport matches the name on your airline ticket and cruise document.","en_US.news",2014
"7015","1085 St. Joseph Avenue, $1,860,000, 03-14-12, 2,927 SF, 4 BR; 2005:$1,350,000","en_US.news",2015
"7016","Drenth died before indictments were made in the case.","en_US.news",2016
"7017","Even a string of power-play opportunities did nothing to put zip in their skating. It was as if with every failed opportunity they came back saying, ""Geez, it's getting worse. It's getting worse!""","en_US.news",2017
"7018","""I just let go,"" she said.","en_US.news",2018
"7019","For me, I wanted to become a U.S. citizen so bad. I wanted to be part of the country. I mean, I was serving the country already.","en_US.news",2019
"7020","""It is our goal that Missouri will gain the reputation as the state with the best and most humane breeders in the country,"" Attorney General Chris Koster said in a statement Thursday afternoon.","en_US.news",2020
"7021","Count 8: Bribery related to engineer's office business giving Dimora limousine service, use of a condo and entertainment.","en_US.news",2021
"7022","Senior Justice Department officials have insisted they did not know about the ""operational tactics"" of the program, and the Weich letter reemphasized that point. Weich noted that the officials were cooperating with investigations by Congress and the Justice Department inspector general's office, which reflects ""our commitment to learning the facts underlying this matter.""","en_US.news",2022
"7023","The Sacketts had bought the lot near Priest Lake in Idaho planning to build a home, but after they had cleared the land, they were told by EPA officials that it was a regulated wetland.","en_US.news",2023
"7024","øNo matter what, it seems that texting is the new normal.","en_US.news",2024
"7025","Product placement: Before selling his business interests to focus on philanthropy, Sassoon launched a chain of salons in England and the United States and was a pioneer of hair products bearing the name of a celebrity stylist. The Sassoon slogan is etched into the memory of anyone who is a fan of vintage TV commercials: If you dont look good, we dont look good.","en_US.news",2025
"7026","Many residents are angry about a widening rich-poor gap driven by surging property prices and the scandal is the latest to highlight cozy ties between real estate companies and the government, which controls all the land in the densely populated city.","en_US.news",2026
"7027","The numbers are devastating, but what is worse children are committing suicide, on a regular basis, because of bullying.","en_US.news",2027
"7028","""We have trod the face of the Moon, touched the nethermost pit of the sea, and can link minds instantaneously across vast distances. But for all that, it's not so much our technology, but what we believe that will determine our fate,"" Flannery proclaims in his ""dual biography"" of the planet and mankind. ""Today, many think that our civilization is doomed to collapse,"" he writes. ""Such fatalism is misplaced. It derives in large part from a misreading of Darwin, and a misunderstanding of our evolved selves. Either such ideas will survive or we will.""","en_US.news",2028
"7029","MaxIT's leadership philosophy boils down to the basics: If you want employees to excel in what they do, think about what would make you do the same.","en_US.news",2029
"7030","If the Rams could trade up very cheaply for Richardson, they'd probably do it. But that's probably not going to happen. And if it did, why not keep both Jackson and Richardson on the roster?","en_US.news",2030
"7031","In 2005, Chrisman was one of four police officers caught on surveillance video planting a drug pipe on a mentally challenged homeless woman as a joke. In the video, Chrisman can be seen placing something in the hand of a police officer who then pretends to take it out of the woman's dress. The woman was not charged with drug offenses.","en_US.news",2031
"7032","During the two-day festival in 2011, Sheriff Lou Vallario said, several people ended up being contacted by ICE officials.","en_US.news",2032
"7033","The napkin-wringing about the economy is far from done.","en_US.news",2033
"7034","As it turns out, a well-constructed and high-functioning sewer system is critical to attracting large manufacturers — and both Cobb and Cherokee counties say they’re investing in maintenance for that reason.","en_US.news",2034
"7035","His mother said ""it wasn't a surprise"" her son would want to participate in such a life-changing activity.","en_US.news",2035
"7036","-- Communications: Ions emitted by the sun can disrupt or reflect radio frequencies, distorting signals.","en_US.news",2036
"7037","“There’s a great frustration on the part of all of us in this hearings office,” said Riley Atkins, one of the Portland judges.","en_US.news",2037
"7038","The National Pork Producers Council said Wednesday that the FDA ""did not provide compelling evidence"" that antibiotic use in livestock is unsafe.","en_US.news",2038
"7039","""Those guys have the opportunity to be pretty good and to be big leaguers for a long time,"" Pierzynski said. ""They know that, and they are being given the opportunity, which is awesome.","en_US.news",2039
"7040","""The 30 acres you see back behind there, those would've been the fields that Abraham Lincoln's father would've farmed,"" says National Park Service guide Sharon Franklin. ""It's not much different today.","en_US.news",2040
"7041","That isn't to get into a debate whether it belongs in California; certainly it does. But it's a variety that seems to fully express itself in fewer places than you might imagine, an actor that only plays on a very particular stage.","en_US.news",2041
"7042","First-year head coach Dennis Allen said Friday that he'd wait to see what his roster looked like after free agency and the draft before settling on a specific scheme. And he reiterated that his defense, like many now in the NFL, will have aspects of both a 3-4 and 4-3 system.","en_US.news",2042
"7043","Lifetime is planning a new reality series featuring members of Whitney Houston's family: daughter Bobbi Kristina, mother Cissy, brother Gary, sister-in-law and manager Pat and niece Rayah. The show, tentatively titled ""The Houston Family Chronicles,"" is set to premiere this year.","en_US.news",2043
"7044","The stadium food and beer were big time. The television broadcast was real. There were more than 400 Timbers Army members who made the trip, paid for hotels and rental cars and sang chants through a 3-0 barrage in the first half.","en_US.news",2044
"7045","Johnson's assignment follows that of fellow Blazers rookie Luke Babbitt, who spent 11 days with the Stampede in December. The Blazers also signed a D-Leaguer, forward Chris Johnson, to a 10-day contract last month.","en_US.news",2045
"7046","Salem County’s growth rate eclipsed the state rate which was 4.6 percent in 2011.","en_US.news",2046
"7047","I think it came and went. There were dozens of reporters milling about—print, radio, TV; editorial writers, bloggers, cartoonists—and from seemingly every corner of the planet. I met Paresh Gandhi, a photographer for India Abroad. My assumption was that India didn't have many tall buildings, not that I've ever been. ""There are some tall buildings in Bombay,"" he stated indifferently.","en_US.news",2047
"7048","But the result was the same: Moonrise won, and Market House was eliminated.","en_US.news",2048
"7049","The St. Louis County Library will ask voters in November to approve a tax increase of 6 cents per $100 of assessed valuation.","en_US.news",2049
"7050","The Bee Gees became members of the Rock and Roll Hall of Fame and won seven Grammy Awards.","en_US.news",2050
"7051","""I want them to remember what we accomplished as a black people … and that we're still marching on,"" he said.","en_US.news",2051
"7052","“We were supposed to put in our footings about two weeks ago, but because of Hurricane Irene, that was pushed back,” Santini said.","en_US.news",2052
"7053","One inmate did the worm as Martucci played Usher's ""Yeah!"" while another said he did the robot so that he could use a phone to contact relatives after a family member's death.","en_US.news",2053
"7054","An attempt to reach the parents of Julio Artuz by telephone was unsuccessful on Thursday.","en_US.news",2054
"7055","""It's frightening,"" Zyhylij said.","en_US.news",2055
"7056","The East Side club has been called one of the top 100 bars in America by Esquire magazine. Countless bands have added Cleveland as a tour stop because they enjoy its homey, music-friendly vibe. The Beachland has also anchored a revival on Waterloo Road in the city's Collinwood neighborhood.","en_US.news",2056
"7057","That, and why did he pick jersey No. 6, which was Jay Cutler's old number before his messy divorce with the Broncos three years ago?","en_US.news",2057
"7058","The Food: BJ's Famous Pizookie is a heavenly combination of fresh baked cookies and vanilla ice cream. Try chocolate chunk, chocolate macadamia nut, peanut butter or oatmeal raisin cookies for $5.25.","en_US.news",2058
"7059","3 cups raspberries or strawberries, stemmed","en_US.news",2059
"7060","He lost a 1982 GOP primary for U.S. Senate to incumbent John Danforth and lost the 1984 election for lieutenant governor to Democrat Harriett Woods. He finally won office by prevailing in a four-way Republican primary for Congress in 1988 and then winning the general election in the Republican-leaning southwest Missouri district.","en_US.news",2060
"7061","With Marian Hossa sidelined with an upper-body injury suffered in Game 3 on a hit from the Coyotes' Raffi Torres, the trio of Toews, Kane and Sharp combined for one assist (by Toews) and six shots on goal during the Hawks' 3-2 overtime loss in Game 4 on Thursday night. For the series, those three core players have two goals and six assists.","en_US.news",2061
"7062","""Cheap,"" he said. ""He hit me hard enough for me to really feel it."" And then Batum rose to his feet, squared his elbows up and performed his best elbow-throwing impression of the Suns 6-foot-10 forward.","en_US.news",2062
"7063","""The biggest thing for me, with two small children, is to be there for the family,"" said Anderson.","en_US.news",2063
"7064","Senior right-hander Matt Oxner matched Tanquary's effort with a three-hit shutout in a 6-0 win over Santa Teresa on Friday. The Mustangs scored single runs in the first and second, then broke the game open with a three-run third. Pioneer scored an insurance run in the sixth to help make Oxner, now 4-3 for the year, a winner.","en_US.news",2064
